,PHD
0,8.007321989697616
1,9.83071776128856
2,7.190315193955069
3,7.542407413954435
4,9.686741740003992
5,8.067452243089758
6,10.07624480544786
7,8.63063471439366
8,9.843440529329536
9,7.1840867469785
10,8.641738945868868
11,5.159577408237907
12,7.741531585938042
13,10.011329086896493
14,8.29563773474133
15,8.297986014934256
16,6.761951761873723
17,9.187740261107098
18,8.696456384370476
19,9.302232020472447
20,8.357233485065304
21,7.511569713592967
22,9.729236362228331
23,9.097255148174959
24,8.507905316408637
25,6.694427955940364
26,10.018232969950887
27,10.739601894130578
28,10.700809649688605
29,7.564079110268643
30,7.732239486400938
31,8.646995769568052
32,8.342333543151382
33,7.530929248059982
34,10.300519308091058
35,9.27008374188051
36,10.171228639885653
37,8.842507265047514
38,8.789920724775317
39,9.457563961063782
40,8.004942627382722
41,10.758798247477053
42,10.60130581230179
43,
44,9.278101005677494
45,8.430487076351326
46,11.493348259387703
47,7.658506594212636
48,11.482066196464046
49,8.940228111829953
50,8.306635430729326
51,7.370739519601028
52,5.886792786301402
53,11.484164359991002
54,7.3744385567589275
55,9.679627424334251
56,8.464111539304142
57,8.122278442487387
58,9.963416709014119
59,5.002756129384036
60,8.32897019303462
61,9.409886222742166
62,8.85846781345628
63,8.94679172788428
64,
65,7.364422712824151
66,8.619368743727174
67,8.193961874525645
68,9.244510053803019
69,6.654918305709909
70,8.034527781496916
71,
72,10.23711579646789
73,9.167956190291585
74,8.136610313651214
75,6.758547708477846
76,7.826989352481792
77,8.170553970119075
78,7.3475564454966245
79,7.96448503814233
80,8.081024765942702
81,9.369101285698925
82,11.929509965134006
83,9.651051111317125
84,8.175446240296488
85,9.571308700914457
86,9.048514671091601
87,8.187119918185266
88,9.045858182981972
89,8.152657766340795
90,12.752876550007079
91,7.114363950137872
92,8.891193662590378
93,8.919502742877661
94,8.880913599465726
95,6.35827947044426
96,10.312675072552334
97,9.954601197479622
98,4.900336138682576
99,7.677120868593555
100,8.73134352334629
101,9.45048941746423
102,10.208428287739864
103,6.98702570296076
104,8.923094139051793
105,8.155153911023321
106,9.758087831476903
107,8.988297728395054
108,7.10292610649436
109,8.132228166938996
110,5.406537653197671
111,9.13039897591762
112,7.7051950761050225
113,10.337309347522002
114,7.8777206981160655
115,7.794982679238115
116,10.762526801801739
117,6.463033206465393
118,7.978032162433392
119,8.916126785150173
120,6.346780590380677
121,8.564334604237368
122,9.078753524624817
123,7.9628283761129905
124,6.373084369000042
125,
126,10.43300967110276
127,7.7757794915688825
128,10.682697085303728
129,9.603455337351898
130,9.438526259896095
131,9.715358492170491
132,7.666509655669702
133,8.29393968298207
134,9.676627699099392
135,8.724055429515015
136,7.980290607464275
137,8.060340033617125
138,9.138998220683145
139,9.71633465611143
140,7.8653968103384075
141,9.46157084274562
142,8.406285226288585
143,8.715767273400987
144,7.493576667746009
145,10.818789033864439
146,8.761908891904133
147,9.955769439018315
148,7.470490111909886
149,7.39954302118611
150,9.444027194199881
151,10.181967910058988
152,8.39614433995154
153,7.356099912198591
154,7.583307099104154
155,10.107663395432947
156,8.35055724303634
157,10.320578862022277
158,9.506737662416064
159,9.20641344816978
160,11.18288633679341
161,9.419518074703365
162,7.56247338664859
163,6.930448023459207
164,11.13104853293072
165,8.802478301769447
166,6.860264111919109
167,7.8495342710749725
168,10.697692206276672
169,8.67291276135019
170,7.880709065910976
171,9.398179737562335
172,11.15090613637663
173,7.029606338076349
174,8.716188586537212
175,8.657650479555697
176,8.246153419012181
177,9.129360465579778
178,9.762580452198321
179,8.981068950352416
180,10.621803708901894
181,10.762385423799772
182,11.645027922655842
183,11.470259827863888
184,6.084075347971366
185,8.882526859393417
186,6.908441811969069
187,7.306534395469616
188,9.793883498264266
189,9.02146746147421
190,8.892530373615017
191,7.0087017665854745
192,7.099399635709613
193,9.21736036463114
194,9.20167308237529
195,10.372169591714925
196,7.846920076482587
197,
198,8.314111479379246
199,8.998831381779926
200,8.174273333511543
201,7.713403479511407
202,10.811894372702351
203,10.249256804981455
204,7.261724520539671
205,8.455590115408437
206,9.446510047018498
207,11.69986399040867
208,10.158207510547951
209,8.793231583412764
210,10.182616362112606
211,9.618895794968994
212,10.618257615193242
213,7.344323219137003
214,9.522306913080337
215,7.872126964051318
216,10.394331779924
217,9.242357034189418
218,10.826567561846003
219,9.92717210611199
220,8.242956793854717
221,8.110717736684544
222,9.579174022057451
223,
224,8.762092127803028
225,8.639666059431981
226,9.498654450390022
227,8.904079353094513
228,6.1453449570172065
229,10.149113333679608
230,8.84647841684109
231,10.076035990550285
232,10.604029610108563
233,6.713384936894643
234,7.101258537032358
235,7.953179837470913
236,8.356000239082276
237,9.277889159963305
238,8.625603023152745
239,10.53904435497545
240,8.230402567815014
241,8.6235052294503
242,9.00196067623334
243,10.137755571859541
244,9.059812383159924
245,8.228568820184792
246,7.9952628002122985
247,9.554189295508186
248,6.862261379177063
249,11.559764249596418
250,7.849862959114902
251,6.451069777247476
252,9.700019784447234
253,7.622803391788617
254,10.491858421489443
255,7.598113570438005
256,9.588297609287503
257,8.67543442013223
258,7.482021498441042
259,8.911425141813895
260,9.03215255967809
261,6.48748466627485
262,10.500295776001495
263,8.13246327126123
264,6.170517650215671
265,9.560827505731668
266,10.825234616064737
267,8.593552139855372
268,9.353410148232456
269,
270,9.678753666592185
271,10.396129576707137
272,
273,10.04070701466628
274,10.088173510501772
275,8.706589378152206
276,8.059492309277886
277,9.40387989094018
278,8.096415119050503
279,6.442887544745985
280,8.302713323963886
281,10.014393340341085
282,8.945838400222852
283,8.019343246312529
284,6.452788921272244
285,7.44287357385852
286,6.8908698408436795
287,7.50336081185854
288,7.13587061439056
289,9.556325388775429
290,6.160532241372038
291,9.1206178467786
292,
293,8.431325701668209
294,8.538693882530044
295,11.348493067049445
296,9.155039428902707
297,8.298776242103754
298,7.472990632345297
299,8.317161360576911
300,
301,6.589016211685544
302,8.192507201361119
303,8.454613339824762
304,9.292623199324211
305,8.402974297470225
306,7.8718360155890075
307,8.901144556374138
308,7.440844398742996
309,8.569315467043381
310,9.040322482347365
311,7.504420073628231
312,7.635174612836915
313,8.865574093362893
314,11.26880611670114
315,9.91547752234884
316,6.140574400417845
317,9.487929626759865
318,9.266977220322493
319,9.929487785162173
320,6.954957400647757
321,8.979107816660061
322,7.894308059878297
323,6.6200086194569545
324,10.014319942940952
325,8.242922808973766
326,10.301526703272001
327,8.57273270546372
328,9.386897772314109
329,8.915900918336067
330,7.079456045853799
331,9.139769526372863
332,8.144450460605789
333,9.749058351318942
334,11.027298449998884
335,8.868000618084631
336,9.148582132882547
337,9.920214037170874
338,8.015669249462771
339,7.504641536625545
340,8.005515603004827
341,10.617776723812186
342,7.709160674491136
343,8.264934680193953
344,6.973117259780947
345,8.688345546892979
346,8.383795972585895
347,10.361903318601797
348,8.031121037882746
349,9.214009022238212
350,9.108117255273493
351,
352,8.783621179072455
353,
354,7.570627511291798
355,11.703438503054745
356,9.79237469293145
357,9.449240739701883
358,9.179021561246063
359,7.793263482380625
360,8.570969654329627
361,9.136740857845172
362,6.551520760539343
363,8.042050608499201
364,10.85181415910894
365,6.615509556412468
366,9.731911800598509
367,8.075087327638327
368,9.852534264869934
369,10.249514487449744
370,7.178485116442427
371,10.053680803412522
372,8.06625663936305
373,7.151826392761129
374,9.258340728400494
375,9.642951220541034
376,9.362239785529958
377,7.571136334466662
378,8.447208699102516
379,9.94457097650544
380,9.88603738112745
381,11.737161178818832
382,8.745210600627873
383,10.375858543184274
384,10.1901003490366
385,8.68379875016913
386,8.343173345460032
387,6.202510287382903
388,
389,11.537210664195783
390,8.337443999837065
391,8.128415282568488
392,6.410483633923498
393,8.912059253016459
394,10.456104034458294
395,8.188306493801788
396,8.33570042750506
397,8.704733323813853
398,10.413905833998204
399,10.14755274733764
400,9.411463481407317
401,10.151145195082254
402,8.264566116103337
403,8.935410910360353
404,8.313626161390207
405,
406,8.722653519665739
407,8.551990040247155
408,9.882613643266192
409,8.933683132940653
410,4.847616965110146
411,
412,9.985861101780758
413,9.25963784237151
414,8.669317529206246
415,7.236179407739868
416,8.8431044483718
417,
418,9.02908523738606
419,7.187938286702284
420,8.108390904193604
421,8.847912693437424
422,8.738114626335427
423,3.39018308179478
424,9.665647332377585
425,10.188514378276459
426,9.5664473777836
427,9.586199246597282
428,8.182644000240265
429,8.07459042302831
430,7.7656767509292095
431,9.744453823617935
432,7.280383842650313
433,7.798278775589672
434,10.430771056396841
435,8.085576628021197
436,9.36925746338062
437,6.494492677281361
438,7.423145060125636
439,9.438802829399291
440,8.626350041763397
441,9.213199826196357
442,7.463573686372369
443,10.004647332527178
444,8.408587156696068
445,8.361280765079503
446,7.370211710967483
447,9.544341346656358
448,8.868688394347162
449,6.871881794984126
450,10.150515747895609
451,8.123045970091344
452,8.387538678133081
453,
454,8.021334393089584
455,10.215737141923281
456,8.111347349787273
457,9.586558086883612
458,5.865021282973787
459,10.678608704945736
460,8.63337952445868
461,8.808471236530758
462,9.25437740326601
463,8.148914985042122
464,8.756999490761363
465,6.684793585387967
466,8.979379962806247
467,9.740236993116648
468,8.129421325334821
469,11.844854080559138
470,8.332787834523302
471,9.268755230013006
472,7.425680260478687
473,8.77323836431237
474,9.493311085867655
475,8.498901006947577
476,9.27101010859241
477,7.318140829487197
478,9.977066183138298
479,7.024715753187716
480,10.342203190080593
481,9.890992254011284
482,8.336474101338792
483,9.114290461866846
484,9.636239974777173
485,8.633375817642918
486,7.862919080844153
487,9.637852314450454
488,9.884526406363516
489,7.662406825744961
490,10.489065168990944
491,9.662768881049303
492,8.180054019479897
493,10.072567694927704
494,8.436187398858792
495,5.754063990593735
496,9.081617642334864
497,9.809376149373707
498,9.044872025687951
499,8.5107727597856
500,8.707153699293903
501,9.309477473627208
502,9.824228650259816
503,10.398814061300023
504,9.091052150756513
505,10.285304497100212
506,9.438891217447726
507,10.396020783017313
508,7.100516903682728
509,9.367928242254019
